rail_id	cell_line	sra_attribute.disease	sra_attribute.ethnicity	sra_attribute.disease_stage	sra.experiment_attributes	primary_site
SRR8615561	SW 1573	primary	Caucasian	carcinoma (squamous_cell_carcinoma)	age;;44|biomaterial_provider;;ATCC:SW 1573|BioSampleModel;;Human|cell_line;;SW 1573|disease;;carcinoma (squamous_cell_carcinoma)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;lung	lung
SRR8615562	SW-1710	primary	Caucasian	carcinoma (transitional_cell_carcinoma)	age;;84|biomaterial_provider;;DSMZ:SW-1710|BioSampleModel;;Human|cell_line;;SW-1710|disease;;carcinoma (transitional_cell_carcinoma)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;urinary_tract	urinary_tract
SRR8615563	SW1417	primary	Caucasian	carcinoma (adenocarcinoma)	age;;53|biomaterial_provider;;NIBRI|BioSampleModel;;Human|cell_line;;SW1417|disease;;carcinoma (adenocarcinoma)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;large_intestine	large_intestine
SRR8615564	SW1463	primary	Caucasian	carcinoma (adenocarcinoma)	age;;66|biomaterial_provider;;ATCC:SW1463|BioSampleModel;;Human|cell_line;;SW1463|disease;;carcinoma (adenocarcinoma)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;large_intestine	large_intestine
SRR8615565	SNU-1196	primary	Asian	carcinoma	age;;NA|biomaterial_provider;;KCLB:SNU-1196|BioSampleModel;;Human|cell_line;;SNU-1196|disease;;carcinoma|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;NA|tissue;;biliary_tract	biliary_tract
SRR8615566	SNU-1105	primary	Asian	"glioma (astrocytoma_Grade_IV, glioblastoma_multiforme)"	"age;;61|biomaterial_provider;;NA|BioSampleModel;;Human|cell_line;;SNU-1105|disease;;glioma (astrocytoma_Grade_IV, glioblastoma_multiforme)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;central_nervous_system"	central_nervous_system
SRR8615567	SW 1783	primary	Caucasian	"glioma (astrocytoma_Grade_III, anaplastic)"	"age;;68|biomaterial_provider;;NIBRI|BioSampleModel;;Human|cell_line;;SW 1783|disease;;glioma (astrocytoma_Grade_III, anaplastic)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;central_nervous_system"	central_nervous_system
SRR8615568	SW 1990	primary	Caucasian	carcinoma (ductal_carcinoma)	age;;56|biomaterial_provider;;NIBRI|BioSampleModel;;Human|cell_line;;SW 1990|disease;;carcinoma (ductal_carcinoma)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;pancreas	pancreas
SRR8615569	CAL-62	primary	Caucasian	carcinoma (anaplastic_carcinoma)	age;;70|biomaterial_provider;;DSMZ:CAL-62|BioSampleModel;;Human|cell_line;;CAL-62|disease;;carcinoma (anaplastic_carcinoma)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;thyroid	thyroid
SRR8615570	SNU-1066	primary	Asian	carcinoma (squamous_cell_carcinoma)	age;;62|biomaterial_provider;;KCLB:SNU-1066|BioSampleModel;;Human|cell_line;;SNU-1066|disease;;carcinoma (squamous_cell_carcinoma)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;upper_aerodigestive_tract	upper_aerodigestive_tract
SRR8615571	SNU-1079	primary	Asian	carcinoma	age;;NA|biomaterial_provider;;NA|BioSampleModel;;Human|cell_line;;SNU-1079|disease;;carcinoma|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;NA|tissue;;biliary_tract	biliary_tract
SRR8615572	SNU-1077	primary	Asian	carcinoma (carcinosarcoma-malignant_mesodermal_mixed_tumour)	age;;60|biomaterial_provider;;KCLB:SNU-1077|BioSampleModel;;Human|cell_line;;SNU-1077|disease;;carcinoma (carcinosarcoma-malignant_mesodermal_mixed_tumour)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;endometrium	endometrium
SRR8615573	SNU-1033	primary	Asian	carcinoma	age;;45|biomaterial_provider;;KCLB:SNU-1033|BioSampleModel;;Human|cell_line;;SNU-1033|disease;;carcinoma|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;large_intestine	large_intestine
SRR8615574	SNG-M	metastasis	Asian	carcinoma (adenocarcinoma)	age;;52|biomaterial_provider;;HSSRB|BioSampleModel;;Human|cell_line;;SNG-M|disease;;carcinoma (adenocarcinoma)|disease_stage;;metastasis|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;endometrium	endometrium
SRR8615575	SNU-1041	primary	Asian	carcinoma	age;;NA|biomaterial_provider;;KCLB:SNU-1041|BioSampleModel;;Human|cell_line;;SNU-1041|disease;;carcinoma|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;NA|tissue;;upper_aerodigestive_tract	upper_aerodigestive_tract
SRR8615576	SNU-1040	primary	Asian	carcinoma	age;;34|biomaterial_provider;;KCLB:SNU-1040|BioSampleModel;;Human|cell_line;;SNU-1040|disease;;carcinoma|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;large_intestine	large_intestine
SRR8615577	MDA-MB-453	metastasis	Caucasian	carcinoma	age;;48|biomaterial_provider;;NIBRI|BioSampleModel;;Human|cell_line;;MDA-MB-453|disease;;carcinoma|disease_stage;;metastasis|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;breast	breast
SRR8615578	MDA-MB-468	metastasis	African_american	carcinoma	age;;51|biomaterial_provider;;ATCC:MDA-MB-468|BioSampleModel;;Human|cell_line;;MDA-MB-468|disease;;carcinoma|disease_stage;;metastasis|ethnicity;;African_american|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;breast	breast
SRR8615579	MDA PCa 2b	metastasis	African_american	carcinoma (adenocarcinoma)	age;;63|biomaterial_provider;;ATCC:MDA PCa 2b|BioSampleModel;;Human|cell_line;;MDA PCa 2b|disease;;carcinoma (adenocarcinoma)|disease_stage;;metastasis|ethnicity;;African_american|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;prostate	prostate
SRR8615580	MDST8	primary	Caucasian	carcinoma (adenocarcinoma)	age;;NA|biomaterial_provider;;ECACC:MDST8|BioSampleModel;;Human|cell_line;;MDST8|disease;;carcinoma (adenocarcinoma)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;NA|tissue;;large_intestine	large_intestine
SRR8615581	MDA-MB-361	metastasis	Caucasian	carcinoma	age;;40|biomaterial_provider;;ATCC:MDA-MB-361|BioSampleModel;;Human|cell_line;;MDA-MB-361|disease;;carcinoma|disease_stage;;metastasis|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;breast	breast
SRR8615582	MDA-MB-415	metastasis	Caucasian	carcinoma	age;;38|biomaterial_provider;;ATCC:MDA-MB-415|BioSampleModel;;Human|cell_line;;MDA-MB-415|disease;;carcinoma|disease_stage;;metastasis|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;breast	breast
SRR8615583	MDA-MB-435S	primary	Caucasian	malignant_melanoma	age;;31|biomaterial_provider;;ATCC:MDA-MB-435S|BioSampleModel;;Human|cell_line;;MDA-MB-435S|disease;;malignant_melanoma|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;skin	skin
SRR8615584	MDA-MB-436	metastasis	Caucasian	carcinoma	age;;43|biomaterial_provider;;ATCC:MDA-MB-436|BioSampleModel;;Human|cell_line;;MDA-MB-436|disease;;carcinoma|disease_stage;;metastasis|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;breast	breast
SRR8615585	ME-1	primary	Asian	"haematopoietic_neoplasm (acute_myeloid_leukaemia, M4)"	"age;;40|biomaterial_provider;;DSMZ:ME-1|BioSampleModel;;Human|cell_line;;ME-1|disease;;haematopoietic_neoplasm (acute_myeloid_leukaemia, M4)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;haematopoietic_and_lymphoid_tissue"	haematopoietic_and_lymphoid_tissue
SRR8615586	MEC-1	primary	Caucasian	lymphoid_neoplasm (chronic_lymphocytic_leukaemia-small_lymphocytic_lymphoma)	age;;61|biomaterial_provider;;DSMZ:MEC-1|BioSampleModel;;Human|cell_line;;MEC-1|disease;;lymphoid_neoplasm (chronic_lymphocytic_leukaemia-small_lymphocytic_lymphoma)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;haematopoietic_and_lymphoid_tissue	haematopoietic_and_lymphoid_tissue
SRR8615587	S-117	primary	Caucasian	sarcoma	age;;47|biomaterial_provider;;DSMZ:S-117|BioSampleModel;;Human|cell_line;;S-117|disease;;sarcoma|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;soft_tissue	soft_tissue
SRR8615588	HEC-50B	primary	Asian	carcinoma (adenocarcinoma)	age;;NA|biomaterial_provider;;HSSRB|BioSampleModel;;Human|cell_line;;HEC-50B|disease;;carcinoma (adenocarcinoma)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;endometrium	endometrium
SRR8615589	NCI-H1435	primary	Caucasian	carcinoma (non_small_cell_carcinoma)	age;;35|biomaterial_provider;;ATCC:NCI-H1435|BioSampleModel;;Human|cell_line;;NCI-H1435|disease;;carcinoma (non_small_cell_carcinoma)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;lung	lung
SRR8615590	RERF-LC-KJ	primary	Asian	carcinoma (non_small_cell_carcinoma)	age;;78|biomaterial_provider;;HSSRB|BioSampleModel;;Human|cell_line;;RERF-LC-KJ|disease;;carcinoma (non_small_cell_carcinoma)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;lung	lung
SRR8615591	RERF-LC-AI	primary	Asian	carcinoma (squamous_cell_carcinoma)	age;;NA|biomaterial_provider;;RIKEN:RERF-LC-AI|BioSampleModel;;Human|cell_line;;RERF-LC-AI|disease;;carcinoma (squamous_cell_carcinoma)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;NA|tissue;;lung	lung
SRR8615592	RD-ES	primary	Caucasian	Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour	age;;19|biomaterial_provider;;NIBRI|BioSampleModel;;Human|cell_line;;RD-ES|disease;;Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;bone	bone
SRR8615593	RCM-1	primary	Asian	carcinoma (adenocarcinoma)	age;;73|biomaterial_provider;;HSSRB|BioSampleModel;;Human|cell_line;;RCM-1|disease;;carcinoma (adenocarcinoma)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;large_intestine	large_intestine
SRR8615594	REC-1	primary	Caucasian	lymphoid_neoplasm (mantle_cell_lymphoma)	age;;61|biomaterial_provider;;DSMZ:REC-1|BioSampleModel;;Human|cell_line;;REC-1|disease;;lymphoid_neoplasm (mantle_cell_lymphoma)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;haematopoietic_and_lymphoid_tissue	haematopoietic_and_lymphoid_tissue
SRR8615595	RD	primary	Caucasian	rhabdomyosarcoma (embryonal)	age;;7|biomaterial_provider;;ATCC:RD|BioSampleModel;;Human|cell_line;;RD|disease;;rhabdomyosarcoma (embryonal)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;soft_tissue	soft_tissue
SRR8615596	RERF-GC-1B	metastasis	Asian	carcinoma	age;;41|biomaterial_provider;;NIBRI|BioSampleModel;;Human|cell_line;;RERF-GC-1B|disease;;carcinoma|disease_stage;;metastasis|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;stomach	stomach
SRR8615597	Reh	primary	Caucasian	lymphoid_neoplasm (acute_lymphoblastic_B_cell_leukaemia)	age;;15|biomaterial_provider;;ATCC:Reh|BioSampleModel;;Human|cell_line;;Reh|disease;;lymphoid_neoplasm (acute_lymphoblastic_B_cell_leukaemia)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;haematopoietic_and_lymphoid_tissue	haematopoietic_and_lymphoid_tissue
SRR8615598	RERF-LC-Ad2	primary	Asian	carcinoma (adenocarcinoma)	age;;NA|biomaterial_provider;;HSSRB|BioSampleModel;;Human|cell_line;;RERF-LC-Ad2|disease;;carcinoma (adenocarcinoma)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;lung	lung
SRR8615599	RERF-LC-Ad1	primary	Asian	carcinoma (adenocarcinoma)	age;;70|biomaterial_provider;;HSRRB|BioSampleModel;;Human|cell_line;;RERF-LC-Ad1|disease;;carcinoma (adenocarcinoma)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;lung	lung
SRR8615600	NCI-H1155	metastasis	Caucasian	carcinoma (large_cell_carcinoma)	age;;36|biomaterial_provider;;ATCC:NCI-H1155|BioSampleModel;;Human|cell_line;;NCI-H1155|disease;;carcinoma (large_cell_carcinoma)|disease_stage;;metastasis|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;lung	lung
SRR8615601	NCI-H2081	metastasis	Caucasian	carcinoma (small_cell_carcinoma)	age;;59|biomaterial_provider;;NIBRI|BioSampleModel;;Human|cell_line;;NCI-H2081|disease;;carcinoma (small_cell_carcinoma)|disease_stage;;metastasis|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;lung	lung
SRR8615602	NCI-H1963	primary	African_american	carcinoma (small_cell_carcinoma)	age;;56|biomaterial_provider;;ATCC:NCI-H1963|BioSampleModel;;Human|cell_line;;NCI-H1963|disease;;carcinoma (small_cell_carcinoma)|disease_stage;;primary|ethnicity;;African_american|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;lung	lung
SRR8615603	NCI-H1944	metastasis	Caucasian	carcinoma (non_small_cell_carcinoma)	age;;62|biomaterial_provider;;ATCC:NCI-H1944|BioSampleModel;;Human|cell_line;;NCI-H1944|disease;;carcinoma (non_small_cell_carcinoma)|disease_stage;;metastasis|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;lung	lung
SRR8615604	NCI-H209	metastasis	Caucasian	carcinoma (small_cell_carcinoma)	age;;55|biomaterial_provider;;NA|BioSampleModel;;Human|cell_line;;NCI-H209|disease;;carcinoma (small_cell_carcinoma)|disease_stage;;metastasis|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;lung	lung
SRR8615605	NCI-H2106	metastasis	Caucasian	carcinoma (non_small_cell_carcinoma)	age;;58|biomaterial_provider;;GNF|BioSampleModel;;Human|cell_line;;NCI-H2106|disease;;carcinoma (non_small_cell_carcinoma)|disease_stage;;metastasis|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;lung	lung
SRR8615606	NCI-H2110	metastasis	African_american	carcinoma (non_small_cell_carcinoma)	age;;NA|biomaterial_provider;;GNF|BioSampleModel;;Human|cell_line;;NCI-H2110|disease;;carcinoma (non_small_cell_carcinoma)|disease_stage;;metastasis|ethnicity;;African_american|isolate;;cell line|sample_type;;cell culture|sex;;NA|tissue;;lung	lung
SRR8615607	NCI-H211	metastasis	Caucasian	carcinoma (small_cell_carcinoma)	age;;50|biomaterial_provider;;ATCC:NCI-H211|BioSampleModel;;Human|cell_line;;NCI-H211|disease;;carcinoma (small_cell_carcinoma)|disease_stage;;metastasis|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;lung	lung
SRR8615608	NCI-H1838	primary	Caucasian	carcinoma (non_small_cell_carcinoma)	age;;NA|biomaterial_provider;;ATCC:NCI-H1838|BioSampleModel;;Human|cell_line;;NCI-H1838|disease;;carcinoma (non_small_cell_carcinoma)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;lung	lung
SRR8615609	NCI-H1836	primary	Caucasian	carcinoma (small_cell_carcinoma)	age;;52|biomaterial_provider;;ATCC:NCI-H1836|BioSampleModel;;Human|cell_line;;NCI-H1836|disease;;carcinoma (small_cell_carcinoma)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;lung	lung
SRR8615610	NCI-H1819	NA	NA	NA	age;;NA|biomaterial_provider;;NA|BioSampleModel;;Human|cell_line;;NCI-H1819|disease;;NA|disease_stage;;NA|ethnicity;;NA|isolate;;cell line|sample_type;;cell culture|sex;;NA|tissue;;lung	lung
SRR8615611	NCI-H1793	primary	Caucasian	carcinoma (non_small_cell_carcinoma)	age;;52|biomaterial_provider;;ATCC:NCI-H1793|BioSampleModel;;Human|cell_line;;NCI-H1793|disease;;carcinoma (non_small_cell_carcinoma)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;lung	lung
SRR8615612	NCI-H1373	primary	African_american	carcinoma (adenocarcinoma)	age;;56|biomaterial_provider;;ATCC:NCI-H1373|BioSampleModel;;Human|cell_line;;NCI-H1373|disease;;carcinoma (adenocarcinoma)|disease_stage;;primary|ethnicity;;African_american|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;lung	lung
SRR8615613	NCI-H1915	metastasis	Caucasian	carcinoma (large_cell_carcinoma)	age;;61|biomaterial_provider;;ATCC:NCI-H1915|BioSampleModel;;Human|cell_line;;NCI-H1915|disease;;carcinoma (large_cell_carcinoma)|disease_stage;;metastasis|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;lung	lung
SRR8615614	NCI-H1876	metastasis	Caucasian	carcinoma (small_cell_carcinoma)	age;;59|biomaterial_provider;;ATCC:NCI-H1876|BioSampleModel;;Human|cell_line;;NCI-H1876|disease;;carcinoma (small_cell_carcinoma)|disease_stage;;metastasis|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;lung	lung
SRR8615615	NCI-H1869	metastasis	Caucasian	carcinoma (squamous_cell_carcinoma)	age;;58|biomaterial_provider;;ATCC:NCI-H1869|BioSampleModel;;Human|cell_line;;NCI-H1869|disease;;carcinoma (squamous_cell_carcinoma)|disease_stage;;metastasis|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;lung	lung
SRR8615616	NCI-H1385	metastasis	African_american	carcinoma (squamous_cell_carcinoma)	age;;NA|biomaterial_provider;;NA|BioSampleModel;;Human|cell_line;;NCI-H1385|disease;;carcinoma (squamous_cell_carcinoma)|disease_stage;;metastasis|ethnicity;;African_american|isolate;;cell line|sample_type;;cell culture|sex;;NA|tissue;;lung	lung
SRR8615617	COLO 829	primary	Caucasian	malignant_melanoma	age;;45|biomaterial_provider;;ATCC:COLO 829|BioSampleModel;;Human|cell_line;;COLO 829|disease;;malignant_melanoma|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;skin	skin
SRR8615618	COLO-800	primary	Caucasian	malignant_melanoma	age;;14|biomaterial_provider;;ATCC:COLO-800|BioSampleModel;;Human|cell_line;;COLO-800|disease;;malignant_melanoma|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;skin	skin
SRR8615619	SNU-C4	primary	Asian	carcinoma (adenocarcinoma)	age;;35|biomaterial_provider;;KCLB:SNU-C4|BioSampleModel;;Human|cell_line;;SNU-C4|disease;;carcinoma (adenocarcinoma)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;large_intestine	large_intestine
SRR8615620	TE 159.T	primary	Caucasian	rhabdomyosarcoma	age;;6|biomaterial_provider;;GNF|BioSampleModel;;Human|cell_line;;TE 159.T|disease;;rhabdomyosarcoma|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;soft_tissue	soft_tissue
SRR8615621	HEC-1-B	primary	Asian	carcinoma (adenocarcinoma)	age;;71|biomaterial_provider;;NIBRI|BioSampleModel;;Human|cell_line;;HEC-1-B|disease;;carcinoma (adenocarcinoma)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;endometrium	endometrium
SRR8615622	HEC-251	primary	Asian	carcinoma (adenocarcinoma)	age;;NA|biomaterial_provider;;HSSRB|BioSampleModel;;Human|cell_line;;HEC-251|disease;;carcinoma (adenocarcinoma)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;endometrium	endometrium
SRR8615623	HEC-265	primary	Asian	carcinoma (adenocarcinoma)	age;;NA|biomaterial_provider;;HSSRB|BioSampleModel;;Human|cell_line;;HEC-265|disease;;carcinoma (adenocarcinoma)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;endometrium	endometrium
SRR8615624	ECC12	metastasis	Asian	carcinoma (small_cell_adenocarcinoma)	age;;63|biomaterial_provider;;Riken|BioSampleModel;;Human|cell_line;;ECC12|disease;;carcinoma (small_cell_adenocarcinoma)|disease_stage;;metastasis|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;stomach	stomach
